"datazone","year","type","count"
"S01002285",2001,"scotland",962
"S01002285",2001,"wales",2
"S01002285",2001,"northern_ireland",5
"S01002285",2001,"rep_ireland",3
"S01002285",2001,"other_eu",11
"S01002285",2001,"elsewhere",53
"S01002286",2001,"all_people",783
"S01002286",2001,"england",102
"S01002286",2001,"scotland",636
"S01002286",2001,"wales",5
"S01002286",2001,"northern_ireland",9
"S01002286",2001,"rep_ireland",8
"S01002286",2001,"other_eu",7
"S01002286",2001,"elsewhere",16
"S01002287",2001,"all_people",772
"S01002287",2001,"england",111
"S01002287",2001,"scotland",592
"S01002287",2001,"wales",4
"S01002287",2001,"northern_ireland",12
"S01002287",2001,"rep_ireland",4
"S01002287",2001,"other_eu",11
"S01002287",2001,"elsewhere",38
"S01002288",2001,"all_people",1157
"S01002288",2001,"england",224
"S01002288",2001,"scotland",828
"S01002288",2001,"wales",10
"S01002288",2001,"northern_ireland",10
"S01002288",2001,"rep_ireland",10
"S01002288",2001,"other_eu",34
"S01002288",2001,"elsewhere",41
"S01002289",2001,"all_people",1077
"S01002289",2001,"england",100
"S01002289",2001,"scotland",900
"S01002289",2001,"wales",6
"S01002289",2001,"northern_ireland",11
"S01002289",2001,"rep_ireland",8
"S01002289",2001,"other_eu",13
"S01002289",2001,"elsewhere",39
"S01002290",2001,"all_people",943
"S01002290",2001,"england",97
"S01002290",2001,"scotland",762
"S01002290",2001,"wales",6
"S01002290",2001,"northern_ireland",15
"S01002290",2001,"rep_ireland",3
"S01002290",2001,"other_eu",10
"S01002290",2001,"elsewhere",50
"S01002291",2001,"all_people",838
"S01002291",2001,"england",52
"S01002291",2001,"scotland",738
"S01002291",2001,"wales",1
"S01002291",2001,"northern_ireland",7
"S01002291",2001,"rep_ireland",5
"S01002291",2001,"other_eu",11
"S01002291",2001,"elsewhere",24
"S01002292",2001,"all_people",1178
"S01002292",2001,"england",138
"S01002292",2001,"scotland",926
"S01002292",2001,"wales",4
"S01002292",2001,"northern_ireland",3
"S01002292",2001,"rep_ireland",5
"S01002292",2001,"other_eu",31
"S01002292",2001,"elsewhere",71
"S01002293",2001,"all_people",874
"S01002293",2001,"england",37
"S01002293",2001,"scotland",810
"S01002293",2001,"wales",2
"S01002293",2001,"northern_ireland",1
"S01002293",2001,"rep_ireland",6
"S01002293",2001,"other_eu",7
"S01002293",2001,"elsewhere",11
"S01002294",2001,"all_people",632
"S01002294",2001,"england",68
"S01002294",2001,"scotland",514
"S01002294",2001,"wales",4
"S01002294",2001,"northern_ireland",8
"S01002294",2001,"rep_ireland",4
"S01002294",2001,"other_eu",10
"S01002294",2001,"elsewhere",24
"S01002295",2001,"all_people",758
"S01002295",2001,"england",103
"S01002295",2001,"scotland",600
"S01002295",2001,"wales",6
"S01002295",2001,"northern_ireland",7
"S01002295",2001,"rep_ireland",4
"S01002295",2001,"other_eu",9
"S01002295",2001,"elsewhere",29
"S01002297",2001,"all_people",929
"S01002297",2001,"england",41
"S01002297",2001,"scotland",857
"S01002297",2001,"wales",1
"S01002297",2001,"northern_ireland",4
"S01002297",2001,"rep_ireland",5
"S01002297",2001,"other_eu",10
"S01002297",2001,"elsewhere",11
"S01002298",2001,"all_people",744
"S01002298",2001,"england",90
"S01002298",2001,"scotland",588
"S01002298",2001,"wales",1
"S01002298",2001,"northern_ireland",5
"S01002298",2001,"rep_ireland",7
"S01002298",2001,"other_eu",7
"S01002298",2001,"elsewhere",46
"S01002299",2001,"all_people",841
"S01002299",2001,"england",73
"S01002299",2001,"scotland",735
"S01002299",2001,"wales",5
"S01002299",2001,"northern_ireland",2
"S01002299",2001,"rep_ireland",4
"S01002299",2001,"other_eu",6
"S01002299",2001,"elsewhere",16
"S01002300",2001,"all_people",792
"S01002300",2001,"england",94
"S01002300",2001,"scotland",649
"S01002300",2001,"wales",6
"S01002300",2001,"northern_ireland",12
"S01002300",2001,"rep_ireland",4
"S01002300",2001,"other_eu",9
"S01002300",2001,"elsewhere",18
"S01002301",2001,"all_people",1577
"S01002301",2001,"england",113
"S01002301",2001,"scotland",1378
"S01002301",2001,"wales",4
"S01002301",2001,"northern_ireland",1
"S01002301",2001,"rep_ireland",7
"S01002301",2001,"other_eu",19
"S01002301",2001,"elsewhere",55
"S01002302",2001,"all_people",1105
"S01002302",2001,"england",73
"S01002302",2001,"scotland",979
"S01002302",2001,"wales",5
"S01002302",2001,"northern_ireland",4
"S01002302",2001,"rep_ireland",2
"S01002302",2001,"other_eu",11
"S01002302",2001,"elsewhere",31
"S01002303",2001,"all_people",832
"S01002303",2001,"england",51
"S01002303",2001,"scotland",753
"S01002303",2001,"wales",1
"S01002303",2001,"northern_ireland",5
"S01002303",2001,"rep_ireland",4
"S01002303",2001,"other_eu",6
"S01002303",2001,"elsewhere",12
"S01002304",2001,"all_people",1543
"S01002304",2001,"england",321
"S01002304",2001,"scotland",1021
"S01002304",2001,"wales",9
"S01002304",2001,"northern_ireland",37
"S01002304",2001,"rep_ireland",16
"S01002304",2001,"other_eu",51
"S01002304",2001,"elsewhere",88
"S01002305",2001,"all_people",834
"S01002305",2001,"england",83
"S01002305",2001,"scotland",689
"S01002305",2001,"wales",1
"S01002305",2001,"northern_ireland",4
"S01002305",2001,"rep_ireland",6
"S01002305",2001,"other_eu",17
"S01002305",2001,"elsewhere",34
"S01002306",2001,"all_people",475
"S01002306",2001,"england",53
"S01002306",2001,"scotland",381
"S01002306",2001,"wales",3
"S01002306",2001,"northern_ireland",0
"S01002306",2001,"rep_ireland",4
"S01002306",2001,"other_eu",11
"S01002306",2001,"elsewhere",23
"S01002307",2001,"all_people",1135
"S01002307",2001,"england",220
"S01002307",2001,"scotland",755
"S01002307",2001,"wales",1
"S01002307",2001,"northern_ireland",21
"S01002307",2001,"rep_ireland",16
"S01002307",2001,"other_eu",37
"S01002307",2001,"elsewhere",85
"S01002308",2001,"all_people",1040
"S01002308",2001,"england",170
"S01002308",2001,"scotland",788
"S01002308",2001,"wales",4
"S01002308",2001,"northern_ireland",11
"S01002308",2001,"rep_ireland",7
"S01002308",2001,"other_eu",18
"S01002308",2001,"elsewhere",42
"S01002309",2001,"all_people",741
"S01002309",2001,"england",36
"S01002309",2001,"scotland",684
"S01002309",2001,"wales",2
"S01002309",2001,"northern_ireland",4
"S01002309",2001,"rep_ireland",1
"S01002309",2001,"other_eu",1
"S01002309",2001,"elsewhere",13
"S01002310",2001,"all_people",1259
"S01002310",2001,"england",114
"S01002310",2001,"scotland",1033
"S01002310",2001,"wales",9
"S01002310",2001,"northern_ireland",11
"S01002310",2001,"rep_ireland",13
"S01002310",2001,"other_eu",18
"S01002310",2001,"elsewhere",61
"S01002311",2001,"all_people",1301
"S01002311",2001,"england",139
"S01002311",2001,"scotland",1057
"S01002311",2001,"wales",4
"S01002311",2001,"northern_ireland",7
"S01002311",2001,"rep_ireland",17
"S01002311",2001,"other_eu",21
"S01002311",2001,"elsewhere",56
"S01002312",2001,"all_people",653
"S01002312",2001,"england",29
"S01002312",2001,"scotland",596
"S01002312",2001,"wales",5
"S01002312",2001,"northern_ireland",1
"S01002312",2001,"rep_ireland",1
"S01002312",2001,"other_eu",6
"S01002312",2001,"elsewhere",15
"S01002313",2001,"all_people",737
"S01002313",2001,"england",85
"S01002313",2001,"scotland",587
"S01002313",2001,"wales",5
"S01002313",2001,"northern_ireland",6
"S01002313",2001,"rep_ireland",5
"S01002313",2001,"other_eu",14
"S01002313",2001,"elsewhere",35
"S01002314",2001,"all_people",831
"S01002314",2001,"england",97
"S01002314",2001,"scotland",661
"S01002314",2001,"wales",2
"S01002314",2001,"northern_ireland",6
"S01002314",2001,"rep_ireland",3
"S01002314",2001,"other_eu",23
"S01002314",2001,"elsewhere",39
"S01002315",2001,"all_people",558
"S01002315",2001,"england",44
"S01002315",2001,"scotland",495
"S01002315",2001,"wales",1
"S01002315",2001,"northern_ireland",0
"S01002315",2001,"rep_ireland",3
"S01002315",2001,"other_eu",2
"S01002315",2001,"elsewhere",13
"S01002316",2001,"all_people",751
"S01002316",2001,"england",147
"S01002316",2001,"scotland",548
"S01002316",2001,"wales",5
"S01002316",2001,"northern_ireland",7
"S01002316",2001,"rep_ireland",6
"S01002316",2001,"other_eu",7
"S01002316",2001,"elsewhere",31
"S01002317",2001,"all_people",3398
"S01002317",2001,"england",658
"S01002317",2001,"scotland",2416
"S01002317",2001,"wales",52
"S01002317",2001,"northern_ireland",76
"S01002317",2001,"rep_ireland",5
"S01002317",2001,"other_eu",77
"S01002317",2001,"elsewhere",114
"S01002318",2001,"all_people",901
"S01002318",2001,"england",84
"S01002318",2001,"scotland",775
"S01002318",2001,"wales",1
"S01002318",2001,"northern_ireland",9
"S01002318",2001,"rep_ireland",3
"S01002318",2001,"other_eu",13
"S01002318",2001,"elsewhere",16
"S01002319",2001,"all_people",1105
"S01002319",2001,"england",52
"S01002319",2001,"scotland",1016
"S01002319",2001,"wales",3
"S01002319",2001,"northern_ireland",5
"S01002319",2001,"rep_ireland",3
"S01002319",2001,"other_eu",11
"S01002319",2001,"elsewhere",15
"S01002320",2001,"all_people",638
"S01002320",2001,"england",79
"S01002320",2001,"scotland",520
"S01002320",2001,"wales",3
"S01002320",2001,"northern_ireland",3
"S01002320",2001,"rep_ireland",4
"S01002320",2001,"other_eu",7
"S01002320",2001,"elsewhere",22
"S01002321",2001,"all_people",892
"S01002321",2001,"england",53
"S01002321",2001,"scotland",802
"S01002321",2001,"wales",3
"S01002321",2001,"northern_ireland",4
"S01002321",2001,"rep_ireland",4
"S01002321",2001,"other_eu",8
"S01002321",2001,"elsewhere",18
"S01002322",2001,"all_people",689
"S01002322",2001,"england",77
"S01002322",2001,"scotland",547
"S01002322",2001,"wales",3
"S01002322",2001,"northern_ireland",12
"S01002322",2001,"rep_ireland",7
"S01002322",2001,"other_eu",12
"S01002322",2001,"elsewhere",31
"S01002323",2001,"all_people",785
"S01002323",2001,"england",90
"S01002323",2001,"scotland",642
"S01002323",2001,"wales",3
"S01002323",2001,"northern_ireland",11
"S01002323",2001,"rep_ireland",3
"S01002323",2001,"other_eu",13
"S01002323",2001,"elsewhere",23
"S01002324",2001,"all_people",761
"S01002324",2001,"england",43
"S01002324",2001,"scotland",695
"S01002324",2001,"wales",1
"S01002324",2001,"northern_ireland",3
"S01002324",2001,"rep_ireland",2
"S01002324",2001,"other_eu",6
"S01002324",2001,"elsewhere",11
"S01002325",2001,"all_people",2026
"S01002325",2001,"england",274
"S01002325",2001,"scotland",1571
"S01002325",2001,"wales",0
"S01002325",2001,"northern_ireland",20
"S01002325",2001,"rep_ireland",17
"S01002325",2001,"other_eu",47
"S01002325",2001,"elsewhere",97
"S01002326",2001,"all_people",1028
"S01002326",2001,"england",92
"S01002326",2001,"scotland",844
"S01002326",2001,"wales",3
"S01002326",2001,"northern_ireland",12
"S01002326",2001,"rep_ireland",4
"S01002326",2001,"other_eu",14
"S01002326",2001,"elsewhere",59
"S01002327",2001,"all_people",849
"S01002327",2001,"england",139
"S01002327",2001,"scotland",650
"S01002327",2001,"wales",5
"S01002327",2001,"northern_ireland",9
"S01002327",2001,"rep_ireland",1
"S01002327",2001,"other_eu",24
"S01002327",2001,"elsewhere",21
"S01002328",2001,"all_people",978
"S01002328",2001,"england",82
"S01002328",2001,"scotland",829
"S01002328",2001,"wales",6
"S01002328",2001,"northern_ireland",15
"S01002328",2001,"rep_ireland",9
"S01002328",2001,"other_eu",10
"S01002328",2001,"elsewhere",27
"S01002329",2001,"all_people",708
"S01002329",2001,"england",58
"S01002329",2001,"scotland",612
"S01002329",2001,"wales",6
"S01002329",2001,"northern_ireland",9
"S01002329",2001,"rep_ireland",4
"S01002329",2001,"other_eu",8
"S01002329",2001,"elsewhere",11
"S01002330",2001,"all_people",798
"S01002330",2001,"england",79
"S01002330",2001,"scotland",684
"S01002330",2001,"wales",7
"S01002330",2001,"northern_ireland",2
"S01002330",2001,"rep_ireland",2
"S01002330",2001,"other_eu",7
"S01002330",2001,"elsewhere",17
"S01002331",2001,"all_people",709
"S01002331",2001,"england",75
"S01002331",2001,"scotland",596
"S01002331",2001,"wales",3
"S01002331",2001,"northern_ireland",0
"S01002331",2001,"rep_ireland",4
"S01002331",2001,"other_eu",11
"S01002331",2001,"elsewhere",20
"S01002332",2001,"all_people",958
"S01002332",2001,"england",96
"S01002332",2001,"scotland",809
"S01002332",2001,"wales",4
"S01002332",2001,"northern_ireland",16
"S01002332",2001,"rep_ireland",2
"S01002332",2001,"other_eu",8
"S01002332",2001,"elsewhere",23
"S01002333",2001,"all_people",834
"S01002333",2001,"england",84
"S01002333",2001,"scotland",707
"S01002333",2001,"wales",4
"S01002333",2001,"northern_ireland",8
"S01002333",2001,"rep_ireland",8
"S01002333",2001,"other_eu",9
"S01002333",2001,"elsewhere",14
"S01002334",2001,"all_people",1063
"S01002334",2001,"england",183
"S01002334",2001,"scotland",791
"S01002334",2001,"wales",1
"S01002334",2001,"northern_ireland",25
"S01002334",2001,"rep_ireland",6
"S01002334",2001,"other_eu",16
"S01002334",2001,"elsewhere",41
"S01002335",2001,"all_people",983
"S01002335",2001,"england",128
"S01002335",2001,"scotland",763
"S01002335",2001,"wales",8
"S01002335",2001,"northern_ireland",17
"S01002335",2001,"rep_ireland",4
"S01002335",2001,"other_eu",18
"S01002335",2001,"elsewhere",45
"S01002336",2001,"all_people",1098
"S01002336",2001,"england",125
"S01002336",2001,"scotland",923
"S01002336",2001,"wales",5
"S01002336",2001,"northern_ireland",12
"S01002336",2001,"rep_ireland",2
"S01002336",2001,"other_eu",9
"S01002336",2001,"elsewhere",22
"S01002337",2001,"all_people",977
"S01002337",2001,"england",95
"S01002337",2001,"scotland",823
"S01002337",2001,"wales",4
"S01002337",2001,"northern_ireland",7
"S01002337",2001,"rep_ireland",3
"S01002337",2001,"other_eu",19
"S01002337",2001,"elsewhere",26
"S01002338",2001,"all_people",579
"S01002338",2001,"england",41
"S01002338",2001,"scotland",503
"S01002338",2001,"wales",3
"S01002338",2001,"northern_ireland",9
"S01002338",2001,"rep_ireland",5
"S01002338",2001,"other_eu",8
"S01002338",2001,"elsewhere",10
"S01002339",2001,"all_people",632
"S01002339",2001,"england",30
"S01002339",2001,"scotland",590
"S01002339",2001,"wales",1
"S01002339",2001,"northern_ireland",0
"S01002339",2001,"rep_ireland",2
"S01002339",2001,"other_eu",2
"S01002339",2001,"elsewhere",7
"S01002340",2001,"all_people",859
"S01002340",2001,"england",58
"S01002340",2001,"scotland",783
"S01002340",2001,"wales",7
"S01002340",2001,"northern_ireland",0
"S01002340",2001,"rep_ireland",4
"S01002340",2001,"other_eu",0
"S01002340",2001,"elsewhere",7
"S01002341",2001,"all_people",560
"S01002341",2001,"england",26
"S01002341",2001,"scotland",529
"S01002341",2001,"wales",1
"S01002341",2001,"northern_ireland",1
"S01002341",2001,"rep_ireland",1
"S01002341",2001,"other_eu",0
"S01002341",2001,"elsewhere",2
"S01002342",2001,"all_people",819
"S01002342",2001,"england",40
"S01002342",2001,"scotland",773
"S01002342",2001,"wales",0
"S01002342",2001,"northern_ireland",2
"S01002342",2001,"rep_ireland",1
"S01002342",2001,"other_eu",0
"S01002342",2001,"elsewhere",3
"S01002343",2001,"all_people",777
"S01002343",2001,"england",64
"S01002343",2001,"scotland",688
"S01002343",2001,"wales",7
"S01002343",2001,"northern_ireland",0
"S01002343",2001,"rep_ireland",1
"S01002343",2001,"other_eu",8
"S01002343",2001,"elsewhere",9
"S01002344",2001,"all_people",727
"S01002344",2001,"england",38
"S01002344",2001,"scotland",664
"S01002344",2001,"wales",1
"S01002344",2001,"northern_ireland",1
"S01002344",2001,"rep_ireland",2
"S01002344",2001,"other_eu",12
"S01002344",2001,"elsewhere",9
"S01002345",2001,"all_people",1105
"S01002345",2001,"england",175
"S01002345",2001,"scotland",857
"S01002345",2001,"wales",13
"S01002345",2001,"northern_ireland",18
"S01002345",2001,"rep_ireland",4
"S01002345",2001,"other_eu",10
"S01002345",2001,"elsewhere",28
"S01002346",2001,"all_people",1089
"S01002346",2001,"england",119
"S01002346",2001,"scotland",942
"S01002346",2001,"wales",9
"S01002346",2001,"northern_ireland",1
"S01002346",2001,"rep_ireland",4
"S01002346",2001,"other_eu",3
"S01002346",2001,"elsewhere",11
"S01002347",2001,"all_people",736
"S01002347",2001,"england",69
"S01002347",2001,"scotland",651
"S01002347",2001,"wales",4
"S01002347",2001,"northern_ireland",0
"S01002347",2001,"rep_ireland",0
"S01002347",2001,"other_eu",4
"S01002347",2001,"elsewhere",8
"S01002348",2001,"all_people",958
"S01002348",2001,"england",114
"S01002348",2001,"scotland",822
"S01002348",2001,"wales",1
"S01002348",2001,"northern_ireland",1
"S01002348",2001,"rep_ireland",1
"S01002348",2001,"other_eu",4
"S01002348",2001,"elsewhere",15
"S01002349",2001,"all_people",1100
"S01002349",2001,"england",75
"S01002349",2001,"scotland",1003
"S01002349",2001,"wales",2
"S01002349",2001,"northern_ireland",1
"S01002349",2001,"rep_ireland",1
"S01002349",2001,"other_eu",2
"S01002349",2001,"elsewhere",16
"S01002350",2001,"all_people",965
"S01002350",2001,"england",91
"S01002350",2001,"scotland",831
"S01002350",2001,"wales",11
"S01002350",2001,"northern_ireland",7
"S01002350",2001,"rep_ireland",1
"S01002350",2001,"other_eu",1
"S01002350",2001,"elsewhere",23
"S01002351",2001,"all_people",652
"S01002351",2001,"england",85
"S01002351",2001,"scotland",545
"S01002351",2001,"wales",3
"S01002351",2001,"northern_ireland",2
"S01002351",2001,"rep_ireland",2
"S01002351",2001,"other_eu",6
"S01002351",2001,"elsewhere",9
"S01002352",2001,"all_people",1009
"S01002352",2001,"england",110
"S01002352",2001,"scotland",852
"S01002352",2001,"wales",4
"S01002352",2001,"northern_ireland",6
"S01002352",2001,"rep_ireland",0
"S01002352",2001,"other_eu",15
"S01002352",2001,"elsewhere",22
"S01002353",2001,"all_people",745
"S01002353",2001,"england",57
"S01002353",2001,"scotland",671
"S01002353",2001,"wales",2
"S01002353",2001,"northern_ireland",2
"S01002353",2001,"rep_ireland",3
"S01002353",2001,"other_eu",2
"S01002353",2001,"elsewhere",8
"S01002354",2001,"all_people",782
"S01002354",2001,"england",71
"S01002354",2001,"scotland",684
"S01002354",2001,"wales",3
"S01002354",2001,"northern_ireland",2
"S01002354",2001,"rep_ireland",3
"S01002354",2001,"other_eu",3
"S01002354",2001,"elsewhere",16
"S01002355",2001,"all_people",881
"S01002355",2001,"england",34
"S01002355",2001,"scotland",836
"S01002355",2001,"wales",0
"S01002355",2001,"northern_ireland",1
"S01002355",2001,"rep_ireland",1
"S01002355",2001,"other_eu",1
"S01002355",2001,"elsewhere",8
"S01002356",2001,"all_people",882
"S01002356",2001,"england",67
"S01002356",2001,"scotland",767
"S01002356",2001,"wales",2
"S01002356",2001,"northern_ireland",1
"S01002356",2001,"rep_ireland",0
"S01002356",2001,"other_eu",11
"S01002356",2001,"elsewhere",34
"S01002357",2001,"all_people",710
"S01002357",2001,"england",33
"S01002357",2001,"scotland",656
"S01002357",2001,"wales",1
"S01002357",2001,"northern_ireland",4
"S01002357",2001,"rep_ireland",2
"S01002357",2001,"other_eu",2
"S01002357",2001,"elsewhere",12
"S01002358",2001,"all_people",530
"S01002358",2001,"england",50
"S01002358",2001,"scotland",470
"S01002358",2001,"wales",1
"S01002358",2001,"northern_ireland",0
"S01002358",2001,"rep_ireland",0
"S01002358",2001,"other_eu",6
"S01002358",2001,"elsewhere",3
"S01002359",2001,"all_people",948
"S01002359",2001,"england",46
"S01002359",2001,"scotland",879
"S01002359",2001,"wales",1
"S01002359",2001,"northern_ireland",1
"S01002359",2001,"rep_ireland",1
"S01002359",2001,"other_eu",3
"S01002359",2001,"elsewhere",17
"S01002360",2001,"all_people",717
"S01002360",2001,"england",31
"S01002360",2001,"scotland",665
"S01002360",2001,"wales",1
"S01002360",2001,"northern_ireland",2
"S01002360",2001,"rep_ireland",1
"S01002360",2001,"other_eu",3
"S01002360",2001,"elsewhere",14
"S01002361",2001,"all_people",772
"S01002361",2001,"england",53
"S01002361",2001,"scotland",681
"S01002361",2001,"wales",3
"S01002361",2001,"northern_ireland",5
"S01002361",2001,"rep_ireland",0
"S01002361",2001,"other_eu",3
"S01002361",2001,"elsewhere",27
"S01002362",2001,"all_people",854
"S01002362",2001,"england",73
"S01002362",2001,"scotland",754
"S01002362",2001,"wales",3
"S01002362",2001,"northern_ireland",8
"S01002362",2001,"rep_ireland",1
"S01002362",2001,"other_eu",2
"S01002362",2001,"elsewhere",13
"S01002363",2001,"all_people",1196
"S01002363",2001,"england",92
"S01002363",2001,"scotland",1063
"S01002363",2001,"wales",7
"S01002363",2001,"northern_ireland",4
"S01002363",2001,"rep_ireland",0
"S01002363",2001,"other_eu",5
"S01002363",2001,"elsewhere",25
"S01002364",2001,"all_people",1114
"S01002364",2001,"england",67
"S01002364",2001,"scotland",1022
"S01002364",2001,"wales",2
"S01002364",2001,"northern_ireland",12
"S01002364",2001,"rep_ireland",2
"S01002364",2001,"other_eu",2
"S01002364",2001,"elsewhere",7
"S01002365",2001,"all_people",544
"S01002365",2001,"england",49
"S01002365",2001,"scotland",475
"S01002365",2001,"wales",3
"S01002365",2001,"northern_ireland",1
"S01002365",2001,"rep_ireland",1
"S01002365",2001,"other_eu",12
"S01002365",2001,"elsewhere",3
"S01002366",2001,"all_people",839
"S01002366",2001,"england",43
"S01002366",2001,"scotland",779
"S01002366",2001,"wales",6
"S01002366",2001,"northern_ireland",1
"S01002366",2001,"rep_ireland",0
"S01002366",2001,"other_eu",6
"S01002366",2001,"elsewhere",4
"S01002367",2001,"all_people",1243
"S01002367",2001,"england",105
"S01002367",2001,"scotland",1115
"S01002367",2001,"wales",0
"S01002367",2001,"northern_ireland",2
"S01002367",2001,"rep_ireland",0
"S01002367",2001,"other_eu",8
"S01002367",2001,"elsewhere",13
"S01002368",2001,"all_people",1248
"S01002368",2001,"england",87
"S01002368",2001,"scotland",1134
"S01002368",2001,"wales",0
"S01002368",2001,"northern_ireland",10
"S01002368",2001,"rep_ireland",2
"S01002368",2001,"other_eu",8
"S01002368",2001,"elsewhere",7
"S01002369",2001,"all_people",528
"S01002369",2001,"england",51
"S01002369",2001,"scotland",464
"S01002369",2001,"wales",4
"S01002369",2001,"northern_ireland",0
"S01002369",2001,"rep_ireland",1
"S01002369",2001,"other_eu",1
"S01002369",2001,"elsewhere",7
"S01002370",2001,"all_people",724
"S01002370",2001,"england",41
"S01002370",2001,"scotland",674
"S01002370",2001,"wales",1
"S01002370",2001,"northern_ireland",0
"S01002370",2001,"rep_ireland",0
"S01002370",2001,"other_eu",3
"S01002370",2001,"elsewhere",5
"S01002371",2001,"all_people",905
"S01002371",2001,"england",56
"S01002371",2001,"scotland",834
"S01002371",2001,"wales",6
"S01002371",2001,"northern_ireland",0
"S01002371",2001,"rep_ireland",1
"S01002371",2001,"other_eu",1
"S01002371",2001,"elsewhere",7
"S01002372",2001,"all_people",798
"S01002372",2001,"england",46
"S01002372",2001,"scotland",736
"S01002372",2001,"wales",2
"S01002372",2001,"northern_ireland",1
"S01002372",2001,"rep_ireland",1
"S01002372",2001,"other_eu",4
"S01002372",2001,"elsewhere",8
"S01002373",2001,"all_people",1010
"S01002373",2001,"england",90
"S01002373",2001,"scotland",895
"S01002373",2001,"wales",6
"S01002373",2001,"northern_ireland",2
"S01002373",2001,"rep_ireland",5
"S01002373",2001,"other_eu",0
"S01002373",2001,"elsewhere",12
"S01002374",2001,"all_people",906
"S01002374",2001,"england",105
"S01002374",2001,"scotland",771
"S01002374",2001,"wales",0
"S01002374",2001,"northern_ireland",0
"S01002374",2001,"rep_ireland",3
"S01002374",2001,"other_eu",4
"S01002374",2001,"elsewhere",23
"S01002375",2001,"all_people",895
"S01002375",2001,"england",50
"S01002375",2001,"scotland",828
"S01002375",2001,"wales",1
"S01002375",2001,"northern_ireland",1
"S01002375",2001,"rep_ireland",3
"S01002375",2001,"other_eu",2
"S01002375",2001,"elsewhere",10
"S01002376",2001,"all_people",868
"S01002376",2001,"england",64
"S01002376",2001,"scotland",787
"S01002376",2001,"wales",3
"S01002376",2001,"northern_ireland",4
"S01002376",2001,"rep_ireland",1
"S01002376",2001,"other_eu",2
"S01002376",2001,"elsewhere",7
"S01002377",2001,"all_people",850
"S01002377",2001,"england",47
"S01002377",2001,"scotland",775
"S01002377",2001,"wales",0
"S01002377",2001,"northern_ireland",7
"S01002377",2001,"rep_ireland",5
"S01002377",2001,"other_eu",3
"S01002377",2001,"elsewhere",13
"S01002378",2001,"all_people",556
"S01002378",2001,"england",39
"S01002378",2001,"scotland",499
"S01002378",2001,"wales",0
"S01002378",2001,"northern_ireland",3
"S01002378",2001,"rep_ireland",1
"S01002378",2001,"other_eu",4
"S01002378",2001,"elsewhere",10
"S01002379",2001,"all_people",1317
"S01002379",2001,"england",66
"S01002379",2001,"scotland",1222
"S01002379",2001,"wales",0
"S01002379",2001,"northern_ireland",6
"S01002379",2001,"rep_ireland",4
"S01002379",2001,"other_eu",5
"S01002379",2001,"elsewhere",14
"S01002380",2001,"all_people",858
"S01002380",2001,"england",32
"S01002380",2001,"scotland",807
"S01002380",2001,"wales",1
"S01002380",2001,"northern_ireland",4
"S01002380",2001,"rep_ireland",1
"S01002380",2001,"other_eu",3
"S01002380",2001,"elsewhere",10
"S01002381",2001,"all_people",950
"S01002381",2001,"england",43
"S01002381",2001,"scotland",876
"S01002381",2001,"wales",5
"S01002381",2001,"northern_ireland",3
"S01002381",2001,"rep_ireland",0
"S01002381",2001,"other_eu",10
"S01002381",2001,"elsewhere",13
"S01002382",2001,"all_people",666
"S01002382",2001,"england",23
"S01002382",2001,"scotland",628
"S01002382",2001,"wales",1
"S01002382",2001,"northern_ireland",2
"S01002382",2001,"rep_ireland",0
"S01002382",2001,"other_eu",6
"S01002382",2001,"elsewhere",6
"S01002383",2001,"all_people",544
"S01002383",2001,"england",45
"S01002383",2001,"scotland",471
"S01002383",2001,"wales",2
"S01002383",2001,"northern_ireland",0
"S01002383",2001,"rep_ireland",2
"S01002383",2001,"other_eu",2
"S01002383",2001,"elsewhere",22
"S01002384",2001,"all_people",554
"S01002384",2001,"england",24
"S01002384",2001,"scotland",514
"S01002384",2001,"wales",5
"S01002384",2001,"northern_ireland",1
"S01002384",2001,"rep_ireland",2
"S01002384",2001,"other_eu",2
"S01002384",2001,"elsewhere",6
"S01002385",2001,"all_people",819
"S01002385",2001,"england",26
"S01002385",2001,"scotland",790
"S01002385",2001,"wales",0
"S01002385",2001,"northern_ireland",1
"S01002385",2001,"rep_ireland",0
"S01002385",2001,"other_eu",0
"S01002385",2001,"elsewhere",2
"S01002386",2001,"all_people",995
"S01002386",2001,"england",56
"S01002386",2001,"scotland",905
"S01002386",2001,"wales",7
"S01002386",2001,"northern_ireland",10
"S01002386",2001,"rep_ireland",4
"S01002386",2001,"other_eu",2
"S01002386",2001,"elsewhere",11
"S01002387",2001,"all_people",890
"S01002387",2001,"england",56
"S01002387",2001,"scotland",813
"S01002387",2001,"wales",1
"S01002387",2001,"northern_ireland",4
"S01002387",2001,"rep_ireland",0
"S01002387",2001,"other_eu",8
"S01002387",2001,"elsewhere",8
"S01002388",2001,"all_people",1317
"S01002388",2001,"england",125
"S01002388",2001,"scotland",1166
"S01002388",2001,"wales",6
"S01002388",2001,"northern_ireland",7
"S01002388",2001,"rep_ireland",3
"S01002388",2001,"other_eu",4
"S01002388",2001,"elsewhere",6
"S01002389",2001,"all_people",1065
"S01002389",2001,"england",71
"S01002389",2001,"scotland",955
"S01002389",2001,"wales",0
"S01002389",2001,"northern_ireland",1
"S01002389",2001,"rep_ireland",4
"S01002389",2001,"other_eu",11
"S01002389",2001,"elsewhere",23
"S01002390",2001,"all_people",1221
"S01002390",2001,"england",46
