datazone,local_authority
S01005500,Shetland Islands
S01005509,Shetland Islands
S01005515,Shetland Islands
S01005510,Shetland Islands
S01005497,Shetland Islands
S01005600,South Ayrshire
S01005590,South Ayrshire
S01005598,South Ayrshire
S01005611,South Ayrshire
S01005594,South Ayrshire
S01005592,South Ayrshire
S01005595,South Ayrshire
S01005602,South Ayrshire
S01005604,South Ayrshire
S01005585,South Ayrshire
S01005527,South Ayrshire
S01005596,South Ayrshire
S01005593,South Ayrshire
S01005656,South Ayrshire
S01005589,South Ayrshire
S01005526,South Ayrshire
S01005530,South Ayrshire
S01005591,South Ayrshire
S01005597,South Ayrshire
S01005559,South Ayrshire
S01005603,South Ayrshire
S01005588,South Ayrshire
S01005540,South Ayrshire
S01005560,South Ayrshire
S01005599,South Ayrshire
S01005628,South Ayrshire
S01005651,South Ayrshire
S01005639,South Ayrshire
S01005528,South Ayrshire
S01005566,South Ayrshire
S01005586,South Ayrshire
S01005650,South Ayrshire
S01005618,South Ayrshire
S01005567,South Ayrshire
S01005541,South Ayrshire
S01005563,South Ayrshire
S01005649,South Ayrshire
S01005587,South Ayrshire
S01005617,South Ayrshire
S01005529,South Ayrshire
S01005633,South Ayrshire
S01005543,South Ayrshire
S01005544,South Ayrshire
S01005601,South Ayrshire
S01005535,South Ayrshire
S01005609,South Ayrshire
S01005533,South Ayrshire
S01005614,South Ayrshire
S01005557,South Ayrshire
S01005621,South Ayrshire
S01005537,South Ayrshire
S01005606,South Ayrshire
S01005666,South Ayrshire
S01005660,South Ayrshire
S01005532,South Ayrshire
S01005626,South Ayrshire
S01005623,South Ayrshire
S01005613,South Ayrshire
S01005646,South Ayrshire
S01005581,South Ayrshire
S01005524,South Ayrshire
S01005631,South Ayrshire
S01005615,South Ayrshire
S01005534,South Ayrshire
S01005573,South Ayrshire
S01005522,South Ayrshire
S01005641,South Ayrshire
S01005547,South Ayrshire
S01005578,South Ayrshire
S01005648,South Ayrshire
S01005539,South Ayrshire
S01005605,South Ayrshire
S01005653,South Ayrshire
S01005525,South Ayrshire
S01005542,South Ayrshire
S01005574,South Ayrshire
S01005668,South Ayrshire
S01005531,South Ayrshire
S01005523,South Ayrshire
S01005548,South Ayrshire
S01005549,South Ayrshire
S01005637,South Ayrshire
S01005546,South Ayrshire
S01005654,South Ayrshire
S01005570,South Ayrshire
S01005536,South Ayrshire
S01005538,South Ayrshire
S01005616,South Ayrshire
S01005620,South Ayrshire
S01005667,South Ayrshire
S01005657,South Ayrshire
S01005545,South Ayrshire
S01005640,South Ayrshire
S01005568,South Ayrshire
S01005630,South Ayrshire
S01005632,South Ayrshire
S01005576,South Ayrshire
S01005579,South Ayrshire
S01005652,South Ayrshire
S01005607,South Ayrshire
S01005608,South Ayrshire
S01005622,South Ayrshire
S01005627,South Ayrshire
S01005610,South Ayrshire
S01005582,South Ayrshire
S01005561,South Ayrshire
S01005655,South Ayrshire
S01005647,South Ayrshire
S01005556,South Ayrshire
S01005577,South Ayrshire
S01005583,South Ayrshire
S01005551,South Ayrshire
S01005634,South Ayrshire
S01005619,South Ayrshire
S01005558,South Ayrshire
S01005638,South Ayrshire
S01005562,South Ayrshire
S01005580,South Ayrshire
S01005625,South Ayrshire
S01005612,South Ayrshire
S01005555,South Ayrshire
S01005636,South Ayrshire
S01005565,South Ayrshire
S01005663,South Ayrshire
S01005661,South Ayrshire
S01005554,South Ayrshire
S01005569,South Ayrshire
S01005643,South Ayrshire
S01005571,South Ayrshire
S01005575,South Ayrshire
S01005642,South Ayrshire
S01005665,South Ayrshire
S01005552,South Ayrshire
S01005658,South Ayrshire
S01005662,South Ayrshire
S01005584,South Ayrshire
S01005572,South Ayrshire
S01005550,South Ayrshire
S01005635,South Ayrshire
S01005629,South Ayrshire
S01005644,South Ayrshire
S01005645,South Ayrshire
S01005664,South Ayrshire
S01005659,South Ayrshire
S01005564,South Ayrshire
S01005624,South Ayrshire
S01005553,South Ayrshire
S01005998,South Lanarkshire
S01006063,South Lanarkshire
S01005913,South Lanarkshire
S01005990,South Lanarkshire
S01005995,South Lanarkshire
S01006061,South Lanarkshire
S01005874,South Lanarkshire
S01006040,South Lanarkshire
S01005757,South Lanarkshire
S01005947,South Lanarkshire
S01005959,South Lanarkshire
S01005869,South Lanarkshire
S01005932,South Lanarkshire
S01006000,South Lanarkshire
S01005992,South Lanarkshire
S01005683,South Lanarkshire
S01006062,South Lanarkshire
S01006058,South Lanarkshire
S01005752,South Lanarkshire
S01005675,South Lanarkshire
S01005939,South Lanarkshire
S01006012,South Lanarkshire
S01005957,South Lanarkshire
S01006007,South Lanarkshire
S01005880,South Lanarkshire
S01005965,South Lanarkshire
S01005917,South Lanarkshire
S01005759,South Lanarkshire
S01006008,South Lanarkshire
S01005855,South Lanarkshire
S01005982,South Lanarkshire
S01005764,South Lanarkshire
S01005762,South Lanarkshire
S01005891,South Lanarkshire
S01005951,South Lanarkshire
S01005967,South Lanarkshire
S01005748,South Lanarkshire
S01006041,South Lanarkshire
S01005755,South Lanarkshire
S01005988,South Lanarkshire
S01006065,South Lanarkshire
S01005892,South Lanarkshire
S01005975,South Lanarkshire
S01005966,South Lanarkshire
S01005954,South Lanarkshire
S01005961,South Lanarkshire
S01005928,South Lanarkshire
S01006064,South Lanarkshire
S01006034,South Lanarkshire
S01005729,South Lanarkshire
S01005672,South Lanarkshire
S01006024,South Lanarkshire
S01005765,South Lanarkshire
S01005974,South Lanarkshire
S01006014,South Lanarkshire
S01005964,South Lanarkshire
S01005701,South Lanarkshire
S01005697,South Lanarkshire
S01006011,South Lanarkshire
S01005832,South Lanarkshire
S01006022,South Lanarkshire
S01006057,South Lanarkshire
S01005707,South Lanarkshire
S01005952,South Lanarkshire
S01006003,South Lanarkshire
S01005865,South Lanarkshire
S01006060,South Lanarkshire
S01005958,South Lanarkshire
S01005769,South Lanarkshire
S01005721,South Lanarkshire
S01006059,South Lanarkshire
S01005694,South Lanarkshire
S01005806,South Lanarkshire
S01005814,South Lanarkshire
S01005987,South Lanarkshire
S01005950,South Lanarkshire
S01005819,South Lanarkshire
S01005936,South Lanarkshire
S01005745,South Lanarkshire
S01005848,South Lanarkshire
S01005956,South Lanarkshire
S01005756,South Lanarkshire
S01005850,South Lanarkshire
S01005942,South Lanarkshire
S01005676,South Lanarkshire
S01005997,South Lanarkshire
S01005962,South Lanarkshire
S01005938,South Lanarkshire
S01006047,South Lanarkshire
S01005979,South Lanarkshire
S01005857,South Lanarkshire
S01005782,South Lanarkshire
S01005738,South Lanarkshire
S01006032,South Lanarkshire
S01005970,South Lanarkshire
S01005792,South Lanarkshire
S01005854,South Lanarkshire
S01005960,South Lanarkshire
S01006066,South Lanarkshire
S01005949,South Lanarkshire
S01005770,South Lanarkshire
S01005948,South Lanarkshire
S01006026,South Lanarkshire
S01005991,South Lanarkshire
S01005899,South Lanarkshire
S01005744,South Lanarkshire
S01005702,South Lanarkshire
S01005946,South Lanarkshire
S01005889,South Lanarkshire
S01006005,South Lanarkshire
S01005807,South Lanarkshire
S01005704,South Lanarkshire
S01005808,South Lanarkshire
S01005695,South Lanarkshire
S01005888,South Lanarkshire
S01005750,South Lanarkshire
S01005860,South Lanarkshire
S01006002,South Lanarkshire
S01005830,South Lanarkshire
S01005732,South Lanarkshire
S01005914,South Lanarkshire
S01005775,South Lanarkshire
S01005737,South Lanarkshire
S01005881,South Lanarkshire
S01005709,South Lanarkshire
S01006025,South Lanarkshire
S01005963,South Lanarkshire
S01005679,South Lanarkshire
S01005795,South Lanarkshire
S01005985,South Lanarkshire
S01005768,South Lanarkshire
S01005971,South Lanarkshire
S01006017,South Lanarkshire
S01005851,South Lanarkshire
S01005994,South Lanarkshire
S01005684,South Lanarkshire
S01005906,South Lanarkshire
S01006019,South Lanarkshire
S01005858,South Lanarkshire
S01005699,South Lanarkshire
S01005778,South Lanarkshire
S01005870,South Lanarkshire
S01005803,South Lanarkshire
S01005781,South Lanarkshire
S01005788,South Lanarkshire
S01005834,South Lanarkshire
S01005811,South Lanarkshire
S01005846,South Lanarkshire
S01005842,South Lanarkshire
S01005670,South Lanarkshire
S01005908,South Lanarkshire
S01005940,South Lanarkshire
S01005815,South Lanarkshire
S01005934,South Lanarkshire
S01006049,South Lanarkshire
S01005853,South Lanarkshire
S01005758,South Lanarkshire
S01005712,South Lanarkshire
S01005739,South Lanarkshire
S01005856,South Lanarkshire
S01005907,South Lanarkshire
S01006050,South Lanarkshire
S01005977,South Lanarkshire
S01005731,South Lanarkshire
S01005798,South Lanarkshire
S01005696,South Lanarkshire
S01005838,South Lanarkshire
S01005728,South Lanarkshire
S01005944,South Lanarkshire
S01005799,South Lanarkshire
S01005674,South Lanarkshire
S01005981,South Lanarkshire
S01006042,South Lanarkshire
S01005945,South Lanarkshire
S01005864,South Lanarkshire
S01005972,South Lanarkshire
S01005708,South Lanarkshire
S01005833,South Lanarkshire
S01005730,South Lanarkshire
S01005973,South Lanarkshire
S01005867,South Lanarkshire
S01005943,South Lanarkshire
S01005813,South Lanarkshire
S01005915,South Lanarkshire
S01005786,South Lanarkshire
S01006031,South Lanarkshire
S01006044,South Lanarkshire
S01005820,South Lanarkshire
S01005790,South Lanarkshire
S01005969,South Lanarkshire
S01006035,South Lanarkshire
S01005810,South Lanarkshire
S01005800,South Lanarkshire
S01005893,South Lanarkshire
S01005920,South Lanarkshire
S01005669,South Lanarkshire
S01005822,South Lanarkshire
S01005840,South Lanarkshire
S01005929,South Lanarkshire
S01005911,South Lanarkshire
S01005903,South Lanarkshire
S01005753,South Lanarkshire
S01005828,South Lanarkshire
S01005923,South Lanarkshire
S01005692,South Lanarkshire
S01005921,South Lanarkshire
S01005849,South Lanarkshire
S01005801,South Lanarkshire
S01005680,South Lanarkshire
S01005825,South Lanarkshire
S01005912,South Lanarkshire
S01005953,South Lanarkshire
S01005877,South Lanarkshire
S01005935,South Lanarkshire
S01005726,South Lanarkshire
S01005715,South Lanarkshire
S01005931,South Lanarkshire
S01005774,South Lanarkshire
S01005904,South Lanarkshire
S01005793,South Lanarkshire
S01006051,South Lanarkshire
S01005742,South Lanarkshire
S01005968,South Lanarkshire
S01005955,South Lanarkshire
S01005777,South Lanarkshire
S01005894,South Lanarkshire
S01006001,South Lanarkshire
S01006037,South Lanarkshire
S01005816,South Lanarkshire
S01005926,South Lanarkshire
S01005714,South Lanarkshire
S01005718,South Lanarkshire
S01005847,South Lanarkshire
S01005671,South Lanarkshire
S01005883,South Lanarkshire
S01005747,South Lanarkshire
S01005727,South Lanarkshire
S01006039,South Lanarkshire
S01005751,South Lanarkshire
S01005823,South Lanarkshire
S01005809,South Lanarkshire
S01005705,South Lanarkshire
S01005736,South Lanarkshire
S01005821,South Lanarkshire
S01005873,South Lanarkshire
S01005686,South Lanarkshire
S01005740,South Lanarkshire
S01005754,South Lanarkshire
S01005741,South Lanarkshire
S01005852,South Lanarkshire
S01006046,South Lanarkshire
S01005700,South Lanarkshire
S01005796,South Lanarkshire
S01006043,South Lanarkshire
S01006033,South Lanarkshire
S01005930,South Lanarkshire
S01005691,South Lanarkshire
S01005841,South Lanarkshire
S01005723,South Lanarkshire
S01005746,South Lanarkshire
S01005879,South Lanarkshire
S01005766,South Lanarkshire
S01005789,South Lanarkshire
S01005725,South Lanarkshire
S01005862,South Lanarkshire
S01005863,South Lanarkshire
S01005898,South Lanarkshire
S01005859,South Lanarkshire
S01005843,South Lanarkshire
S01005763,South Lanarkshire
S01005677,South Lanarkshire
S01005779,South Lanarkshire
S01005844,South Lanarkshire
S01006028,South Lanarkshire
S01005918,South Lanarkshire
S01005866,South Lanarkshire
S01005922,South Lanarkshire
S01005749,South Lanarkshire
S01005887,South Lanarkshire
S01005875,South Lanarkshire
S01005690,South Lanarkshire
S01005698,South Lanarkshire
S01005905,South Lanarkshire
S01005783,South Lanarkshire
S01005734,South Lanarkshire
S01005776,South Lanarkshire
S01005760,South Lanarkshire
S01005871,South Lanarkshire
S01005831,South Lanarkshire
S01005791,South Lanarkshire
S01005839,South Lanarkshire
S01006053,South Lanarkshire
S01005897,South Lanarkshire
S01006009,South Lanarkshire
S01005787,South Lanarkshire
S01006054,South Lanarkshire
S01006045,South Lanarkshire
S01006021,South Lanarkshire
S01005733,South Lanarkshire
S01006036,South Lanarkshire
S01006038,South Lanarkshire
S01005687,South Lanarkshire
S01005688,South Lanarkshire
S01005685,South Lanarkshire
S01005983,South Lanarkshire
S01005713,South Lanarkshire
S01005678,South Lanarkshire
S01005784,South Lanarkshire
S01005804,South Lanarkshire
S01005735,South Lanarkshire
S01005978,South Lanarkshire
S01005993,South Lanarkshire
S01006004,South Lanarkshire
S01005794,South Lanarkshire
S01005710,South Lanarkshire
S01005673,South Lanarkshire
S01005802,South Lanarkshire
S01005812,South Lanarkshire
S01006055,South Lanarkshire
S01005872,South Lanarkshire
S01005996,South Lanarkshire
S01006018,South Lanarkshire
S01005827,South Lanarkshire
S01006006,South Lanarkshire
S01005909,South Lanarkshire
S01005681,South Lanarkshire
S01005805,South Lanarkshire
S01005980,South Lanarkshire
S01005999,South Lanarkshire
S01005916,South Lanarkshire
S01005761,South Lanarkshire
S01005743,South Lanarkshire
S01005689,South Lanarkshire
S01006029,South Lanarkshire
S01005896,South Lanarkshire
S01005829,South Lanarkshire
S01005767,South Lanarkshire
S01005901,South Lanarkshire
S01005693,South Lanarkshire
S01005984,South Lanarkshire
S01005785,South Lanarkshire
S01005976,South Lanarkshire
S01005910,South Lanarkshire
S01005878,South Lanarkshire
S01005772,South Lanarkshire
S01005882,South Lanarkshire
S01005933,South Lanarkshire
S01005937,South Lanarkshire
S01005717,South Lanarkshire
S01005895,South Lanarkshire
S01006052,South Lanarkshire
S01005902,South Lanarkshire
S01005722,South Lanarkshire
S01005773,South Lanarkshire
S01005797,South Lanarkshire
S01005986,South Lanarkshire
S01005890,South Lanarkshire
S01005817,South Lanarkshire
S01005924,South Lanarkshire
S01005989,South Lanarkshire
S01005925,South Lanarkshire
S01005876,South Lanarkshire
S01005927,South Lanarkshire
S01005835,South Lanarkshire
S01005837,South Lanarkshire
S01005919,South Lanarkshire
S01006027,South Lanarkshire
S01005703,South Lanarkshire
S01006015,South Lanarkshire
S01005711,South Lanarkshire
S01005771,South Lanarkshire
S01005884,South Lanarkshire
S01005826,South Lanarkshire
S01006016,South Lanarkshire
S01005941,South Lanarkshire
S01005845,South Lanarkshire
S01006020,South Lanarkshire
S01006056,South Lanarkshire
S01006030,South Lanarkshire
S01005885,South Lanarkshire
S01005780,South Lanarkshire
S01005824,South Lanarkshire
S01005886,South Lanarkshire
S01005719,South Lanarkshire
S01005900,South Lanarkshire
S01006048,South Lanarkshire
S01005861,South Lanarkshire
S01005706,South Lanarkshire
S01005836,South Lanarkshire
S01006010,South Lanarkshire
S01005716,South Lanarkshire
S01005818,South Lanarkshire
S01005682,South Lanarkshire
S01005868,South Lanarkshire
S01005720,South Lanarkshire
S01005724,South Lanarkshire
S01006013,South Lanarkshire
S01006023,South Lanarkshire
S01006132,Stirling
S01006135,Stirling
S01006136,Stirling
S01006100,Stirling
S01006130,Stirling
S01006110,Stirling
S01006124,Stirling
S01006075,Stirling
S01006082,Stirling
S01006090,Stirling
S01006108,Stirling
S01006076,Stirling
S01006139,Stirling
S01006102,Stirling
S01006098,Stirling
S01006097,Stirling
S01006121,Stirling
S01006101,Stirling
S01006104,Stirling
S01006141,Stirling
S01006123,Stirling
S01006107,Stirling
S01006089,Stirling
S01006105,Stirling
S01006126,Stirling
S01006094,Stirling
S01006114,Stirling
S01006079,Stirling
S01006092,Stirling
S01006077,Stirling
S01006087,Stirling
S01006096,Stirling
S01006084,Stirling
S01006106,Stirling
S01006093,Stirling
S01006117,Stirling
S01006174,Stirling
S01006120,Stirling
S01006111,Stirling
S01006164,Stirling
S01006137,Stirling
S01006157,Stirling
S01006128,Stirling
S01006176,Stirling
S01006086,Stirling
S01006175,Stirling
S01006078,Stirling
S01006129,Stirling
S01006134,Stirling
S01006125,Stirling
S01006068,Stirling
S01006083,Stirling
S01006163,Stirling
S01006148,Stirling
S01006118,Stirling
S01006171,Stirling
S01006173,Stirling
S01006172,Stirling
S01006085,Stirling
S01006149,Stirling
S01006168,Stirling
S01006115,Stirling
S01006095,Stirling
S01006112,Stirling
S01006150,Stirling
S01006074,Stirling
S01006080,Stirling
S01006109,Stirling
S01006122,Stirling
S01006155,Stirling
S01006081,Stirling
S01006145,Stirling
S01006103,Stirling
S01006131,Stirling
S01006072,Stirling
S01006067,Stirling
S01006169,Stirling
S01006140,Stirling
S01006153,Stirling
S01006165,Stirling
S01006088,Stirling
S01006127,Stirling
S01006170,Stirling
S01006147,Stirling
S01006162,Stirling
S01006099,Stirling
S01006073,Stirling
S01006070,Stirling
S01006133,Stirling
S01006159,Stirling
S01006144,Stirling
S01006138,Stirling
S01006151,Stirling
S01006156,Stirling
S01006091,Stirling
S01006142,Stirling
S01006069,Stirling
S01006167,Stirling
S01006158,Stirling
S01006166,Stirling
S01006113,Stirling
S01006071,Stirling
S01006160,Stirling
S01006119,Stirling
S01006116,Stirling
S01006161,Stirling
S01006143,Stirling
S01006152,Stirling
S01006154,Stirling
S01006146,Stirling
S01006260,West Dunbartonshire
S01006240,West Dunbartonshire
S01006187,West Dunbartonshire
S01006177,West Dunbartonshire
S01006288,West Dunbartonshire
S01006192,West Dunbartonshire
S01006183,West Dunbartonshire
S01006189,West Dunbartonshire
S01006202,West Dunbartonshire
S01006253,West Dunbartonshire
S01006230,West Dunbartonshire
S01006181,West Dunbartonshire
S01006193,West Dunbartonshire
S01006198,West Dunbartonshire
S01006245,West Dunbartonshire
S01006291,West Dunbartonshire
S01006195,West Dunbartonshire
S01006290,West Dunbartonshire
S01006231,West Dunbartonshire
S01006229,West Dunbartonshire
S01006280,West Dunbartonshire
S01006225,West Dunbartonshire
S01006256,West Dunbartonshire
S01006258,West Dunbartonshire
S01006194,West Dunbartonshire
S01006197,West Dunbartonshire
S01006250,West Dunbartonshire
S01006271,West Dunbartonshire
S01006269,West Dunbartonshire
S01006191,West Dunbartonshire
S01006221,West Dunbartonshire
S01006182,West Dunbartonshire
S01006263,West Dunbartonshire
S01006211,West Dunbartonshire
S01006186,West Dunbartonshire
S01006278,West Dunbartonshire
S01006207,West Dunbartonshire
S01006199,West Dunbartonshire
S01006259,West Dunbartonshire
S01006267,West Dunbartonshire
S01006266,West Dunbartonshire
S01006201,West Dunbartonshire
S01006262,West Dunbartonshire
S01006180,West Dunbartonshire
S01006217,West Dunbartonshire
S01006281,West Dunbartonshire
S01006279,West Dunbartonshire
S01006241,West Dunbartonshire
S01006261,West Dunbartonshire
S01006283,West Dunbartonshire
S01006208,West Dunbartonshire
S01006222,West Dunbartonshire
S01006273,West Dunbartonshire
S01006185,West Dunbartonshire
S01006284,West Dunbartonshire
S01006276,West Dunbartonshire
S01006274,West Dunbartonshire
S01006257,West Dunbartonshire
S01006242,West Dunbartonshire
S01006237,West Dunbartonshire
S01006184,West Dunbartonshire
S01006213,West Dunbartonshire
S01006268,West Dunbartonshire
S01006286,West Dunbartonshire
S01006204,West Dunbartonshire
S01006196,West Dunbartonshire
S01006246,West Dunbartonshire
S01006188,West Dunbartonshire
S01006178,West Dunbartonshire
S01006200,West Dunbartonshire
S01006272,West Dunbartonshire
S01006244,West Dunbartonshire
S01006206,West Dunbartonshire
S01006265,West Dunbartonshire
S01006215,West Dunbartonshire
S01006270,West Dunbartonshire
S01006214,West Dunbartonshire
S01006203,West Dunbartonshire
S01006282,West Dunbartonshire
S01006219,West Dunbartonshire
S01006285,West Dunbartonshire
S01006179,West Dunbartonshire
S01006190,West Dunbartonshire
S01006227,West Dunbartonshire
S01006247,West Dunbartonshire
S01006205,West Dunbartonshire
S01006216,West Dunbartonshire
S01006277,West Dunbartonshire
S01006255,West Dunbartonshire
S01006234,West Dunbartonshire
S01006275,West Dunbartonshire
S01006289,West Dunbartonshire
S01006233,West Dunbartonshire
S01006254,West Dunbartonshire
S01006287,West Dunbartonshire
S01006236,West Dunbartonshire
S01006210,West Dunbartonshire
S01006235,West Dunbartonshire
S01006249,West Dunbartonshire
S01006238,West Dunbartonshire
S01006248,West Dunbartonshire
S01006251,West Dunbartonshire
S01006252,West Dunbartonshire
S01006294,West Dunbartonshire
S01006226,West Dunbartonshire
S01006292,West Dunbartonshire
S01006223,West Dunbartonshire
S01006224,West Dunbartonshire
S01006209,West Dunbartonshire
S01006218,West Dunbartonshire
S01006220,West Dunbartonshire
S01006243,West Dunbartonshire
S01006239,West Dunbartonshire
S01006293,West Dunbartonshire
S01006264,West Dunbartonshire
S01006228,West Dunbartonshire
S01006212,West Dunbartonshire
S01006232,West Dunbartonshire
S01006416,West Lothian
S01006438,West Lothian
S01006326,West Lothian
S01006350,West Lothian
S01006455,West Lothian
S01006402,West Lothian
S01006320,West Lothian
S01006406,West Lothian
S01006304,West Lothian
S01006450,West Lothian
S01006388,West Lothian
S01006308,West Lothian
S01006393,West Lothian
S01006401,West Lothian
S01006301,West Lothian
S01006315,West Lothian
S01006408,West Lothian
S01006299,West Lothian
S01006300,West Lothian
S01006420,West Lothian
S01006349,West Lothian
S01006355,West Lothian
S01006447,West Lothian
S01006487,West Lothian
S01006328,West Lothian
S01006410,West Lothian
S01006418,West Lothian
S01006330,West Lothian
S01006396,West Lothian
S01006342,West Lothian
S01006333,West Lothian
S01006358,West Lothian
S01006429,West Lothian
S01006372,West Lothian
S01006392,West Lothian
S01006440,West Lothian
S01006412,West Lothian
S01006422,West Lothian
S01006385,West Lothian
S01006343,West Lothian
S01006394,West Lothian
S01006318,West Lothian
S01006451,West Lothian
S01006477,West Lothian
S01006386,West Lothian
S01006327,West Lothian
S01006441,West Lothian
S01006413,West Lothian
S01006453,West Lothian
S01006439,West Lothian
S01006352,West Lothian
S01006471,West Lothian
S01006419,West Lothian
S01006374,West Lothian
S01006377,West Lothian
S01006389,West Lothian
S01006404,West Lothian
S01006319,West Lothian
S01006405,West Lothian
S01006411,West Lothian
S01006351,West Lothian
S01006345,West Lothian
S01006354,West Lothian
S01006325,West Lothian
S01006472,West Lothian
S01006395,West Lothian
S01006474,West Lothian
S01006483,West Lothian
S01006436,West Lothian
S01006475,West Lothian
S01006424,West Lothian
S01006484,West Lothian
S01006332,West Lothian
S01006334,West Lothian
S01006425,West Lothian
S01006361,West Lothian
S01006317,West Lothian
S01006344,West Lothian
S01006297,West Lothian
S01006380,West Lothian
S01006478,West Lothian
S01006387,West Lothian
S01006445,West Lothian
S01006470,West Lothian
S01006433,West Lothian
S01006452,West Lothian
S01006463,West Lothian
S01006307,West Lothian
S01006303,West Lothian
S01006432,West Lothian
S01006375,West Lothian
S01006313,West Lothian
S01006339,West Lothian
S01006335,West Lothian
S01006403,West Lothian
S01006443,West Lothian
S01006390,West Lothian
S01006302,West Lothian
S01006382,West Lothian
S01006442,West Lothian
S01006427,West Lothian
S01006311,West Lothian
S01006359,West Lothian
S01006306,West Lothian
S01006312,West Lothian
S01006316,West Lothian
S01006305,West Lothian
S01006482,West Lothian
S01006444,West Lothian
S01006295,West Lothian
S01006479,West Lothian
S01006399,West Lothian
S01006481,West Lothian
S01006369,West Lothian
S01006376,West Lothian
S01006428,West Lothian
S01006460,West Lothian
S01006398,West Lothian
S01006348,West Lothian
S01006373,West Lothian
S01006346,West Lothian
S01006457,West Lothian
S01006383,West Lothian
S01006340,West Lothian
S01006456,West Lothian
S01006496,West Lothian
S01006493,West Lothian
S01006464,West Lothian
S01006497,West Lothian
S01006489,West Lothian
S01006409,West Lothian
S01006415,West Lothian
S01006434,West Lothian
S01006397,West Lothian
S01006462,West Lothian
S01006298,West Lothian
S01006364,West Lothian
S01006417,West Lothian
S01006381,West Lothian
S01006437,West Lothian
S01006367,West Lothian
S01006465,West Lothian
S01006446,West Lothian
S01006379,West Lothian
S01006467,West Lothian
S01006476,West Lothian
S01006469,West Lothian
S01006492,West Lothian
S01006353,West Lothian
S01006329,West Lothian
S01006331,West Lothian
S01006435,West Lothian
S01006500,West Lothian
S01006309,West Lothian
S01006426,West Lothian
S01006370,West Lothian
S01006400,West Lothian
S01006473,West Lothian
S01006323,West Lothian
S01006459,West Lothian
S01006362,West Lothian
S01006357,West Lothian
S01006310,West Lothian
S01006480,West Lothian
S01006466,West Lothian
S01006421,West Lothian
S01006384,West Lothian
S01006414,West Lothian
S01006296,West Lothian
S01006461,West Lothian
S01006488,West Lothian
S01006360,West Lothian
S01006468,West Lothian
S01006458,West Lothian
S01006371,West Lothian
S01006495,West Lothian
S01006341,West Lothian
S01006407,West Lothian
S01006366,West Lothian
S01006454,West Lothian
S01006347,West Lothian
S01006448,West Lothian
S01006365,West Lothian
S01006338,West Lothian
S01006363,West Lothian
S01006356,West Lothian
S01006498,West Lothian
S01006322,West Lothian
S01006504,West Lothian
S01006321,West Lothian
S01006499,West Lothian
S01006391,West Lothian
S01006314,West Lothian
S01006336,West Lothian
S01006430,West Lothian
S01006486,West Lothian
S01006502,West Lothian
S01006368,West Lothian
S01006485,West Lothian
S01006501,West Lothian
S01006505,West Lothian
S01006378,West Lothian
S01006423,West Lothian
S01006337,West Lothian
S01006431,West Lothian
S01006324,West Lothian
S01006449,West Lothian
S01006494,West Lothian
S01006503,West Lothian
S01006491,West Lothian
S01006490,West Lothian
